imdb_id,type,title,country,date_added,release_year,rating,listed_in,description,age_certification,runtime,imdb_score,imdb_votes
tt6108090,Movie,Secret Superstar,India,"March 23, 2018",2017,TV-14,"Dramas, International Movies, Music & Musicals",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,,150mins,7.9,24046
tt15250768,TV Show,The Standups,United States,"March 20, 2018",2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",TV-MA,30mins,6.6,1225
tt1799516,Movie,Benji,"United Arab Emirates, United States","March 16, 2018",2018,TV-PG,"Children & Family Movies, Dramas",A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,PG,87mins,6.3,4544
tt7956274,TV Show,Edha,Argentina,"March 16, 2018",2018,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",TV-MA,40mins,4.9,632
tt7983844,Movie,Take Your Pills,United States,"March 16, 2018",2018,TV-14,Documentaries,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more – faster and better. But at what cost?",,87mins,6.3,5048
tt7768848,TV Show,Wild Wild Country,United States,"March 16, 2018",2018,TV-MA,"Crime TV Shows, Docuseries","When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal.",TV-MA,67mins,8.1,29298
tt8140738,Movie,Yoo Byung Jae: Too Much Information,Somewhere,"March 16, 2018",2018,TV-MA,Stand-Up Comedy,"""Saturday Night Live Korea"" writer-turned-comedian Yoo Byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.",,63mins,5.3,53
tt5197860,TV Show,Tabula Rasa,Belgium,"March 15, 2018",2017,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","When a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name.",TV-MA,52mins,8,10161
tt6769508,Movie,Steel Rain,South Korea,"March 14, 2018",2018,TV-MA,"Action & Adventure, Dramas, International Movies","Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",,139mins,7.1,5434
tt7484994,TV Show,Children of the Whales,Japan,"March 13, 2018",2017,TV-14,"Anime Series, International TV Shows","As a magic wielder, young archivist Chakuro knows his time is short, but everything changes when a girl from the outside appears on his island.",TV-14,24mins,7.1,1524
tt7830574,Movie,Ricky Gervais: Humanity,United Kingdom,"March 13, 2018",2018,TV-MA,Stand-Up Comedy,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",R,79mins,7.9,18523
tt6729080,TV Show,Collateral,"United Kingdom, United States","March 9, 2018",2018,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",TV-MA,57mins,6.7,17304
tt2011311,Movie,The Outsider,United States,"March 9, 2018",2018,TV-MA,"Dramas, Thrillers","An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom.",R,120mins,6.2,25223
tt12404980,TV Show,Bad Guys: Vile City,South Korea,"March 8, 2018",2018,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows","Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",,64mins,6,29
tt4389410,Movie,Ladies First,India,"March 8, 2018",2018,TV-G,"Documentaries, International Movies, Sports Movies","Born amid poverty and limited women's rights in the village of Ratu, India, Deepika Kumari rose to become the No.1 female archer in the world at 18.",G,39mins,3.9,25
tt6204340,Movie,Bullet Head,"Bulgaria, United States","March 7, 2018",2017,R,"International Movies, Thrillers","After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive.",R,93mins,5.4,9954
tt0332902,TV Show,Borderliner,"Norway, Germany, Sweden","March 6, 2018",2017,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","To protect his family, a police detective covers up a murder case. But when his partner suspects foul play, he is trapped in a dangerous game on duty.",TV-MA,49mins,6.8,3999
tt8110630,Movie,Gad Elmaleh: American Dream,United States,"March 6, 2018",2018,TV-14,Stand-Up Comedy,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more.",,57mins,7.2,1028
tt8004578,TV Show,Flint Town,United States,"March 2, 2018",2018,TV-MA,"Docuseries, Science & Nature TV","Over a two-year period, filmmakers embedded with cops in Flint, Michigan, reveal a department grappling with volatile issues in untenable conditions.",TV-MA,45mins,7.9,3633
tt7607370,Movie,Malena Pichot: Estupidez compleja,Argentina,"March 2, 2018",2018,TV-MA,Stand-Up Comedy,"An Argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's OK to let a man buy you dinner.",,50mins,5.7,360
tt7663776,Movie,Natalia Valdebenito: El especial,Chile,"March 2, 2018",2018,TV-MA,Stand-Up Comedy,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women.",,76mins,5.1,82
tt6243140,Movie,Ravenous,Canada,"March 2, 2018",2017,TV-MA,"Horror Movies, International Movies","As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.",,104mins,5.8,9154
tt8081748,Movie,Adel Karam: Live from Beirut,United States,"March 1, 2018",2018,TV-MA,Stand-Up Comedy,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco.",R,59mins,5.5,144
tt0499375,Movie,Guru,India,"March 1, 2018",2007,TV-PG,"Dramas, International Movies",Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.,PG-13,166mins,7.7,23541
tt5456546,Movie,Judwaa 2,India,"March 1, 2018",2017,TV-14,"Action & Adventure, Comedies, International Movies","Separated at birth, twins Raja and Prem couldn't be more different. But when fate puts them both in London, they start being mistaken for each other.",,150mins,3.6,10517
tt4721022,Movie,Love Beats Rhymes,United States,"March 1, 2018",2016,R,"Dramas, Music & Musicals, Romantic Movies","After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry.",R,105mins,5.4,1057
tt6949882,Movie,Shubh Aarambh,India,"March 1, 2018",2017,TV-PG,"Dramas, International Movies, Romantic Movies","As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship.",,126mins,6.8,121
tt5674698,Movie,Something Huge,Spain,"March 1, 2018",2017,TV-MA,"Comedies, Independent Movies, International Movies","A director and a comedian want to shoot the ""comedy of the future"" and make cinema history, but soon run out of resources and run into mission creep.",,86mins,4.4,479
tt0367110,Movie,Swades,India,"March 1, 2018",2004,TV-PG,"Dramas, International Movies",An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him.,G,189mins,8.1,89085
tt3599642,Movie,Swearnet Live,Canada,"March 1, 2018",2014,TV-MA,"Comedies, International Movies","""Trailer Park Boys"" John Paul Tremblay, Robb Wells and Mike Smith host this foulmouthed live kick-off of their Web-based Swearnet network.",,75mins,5.4,519
tt1324027,Movie,Trailer Park Boys: Say Goodnight to the Bad Guys,Canada,"March 1, 2018",2008,TV-MA,"Comedies, Cult Movies","A year after the Season 7 finale, the boys are poised to live the good life. But an old enemy throws a wrench in things once again.",,60mins,7.8,3555
tt0382383,Movie,Yuva,India,"March 1, 2018",2004,TV-14,"Dramas, International Movies","An accident on a bridge ties together three young men from different social classes, sparking a course of events that will forever alter their lives.",PG,161mins,7.3,8878
tt7924808,Movie,Derren Brown: The Push,United Kingdom,"February 27, 2018",2018,TV-MA,Movies,Mentalist Derren Brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act.,,69mins,7.5,3637
tt7655590,Movie,Marlon Wayans: Woke-ish,United States,"February 27, 2018",2018,TV-MA,Stand-Up Comedy,"Rollicking, outrageous and audacious, Marlon Wayans gets raw on racism, age-appropriate rap rhymes, gay rights, raising kids and even the Kardashians.",,68mins,6.5,1390
tt4276868,Movie,Veronica,Spain,"February 25, 2018",2017,TV-MA,"Horror Movies, International Movies, Thrillers","In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.",R,105mins,6.2,40254
tt9874364,TV Show,Best Lover,"South Korea, China","February 23, 2018",2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.",TV-14,45mins,6.8,74
tt4003966,TV Show,Marseille,France,"February 23, 2018",2018,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.,TV-MA,46mins,6.9,5083
tt1464763,Movie,Mute,"United Kingdom, Germany","February 23, 2018",2018,TV-MA,"Sci-Fi & Fantasy, Thrillers","When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words.",R,126mins,5.4,34788
tt6297682,TV Show,Seven Seconds,United States,"February 23, 2018",2018,TV-MA,"Crime TV Shows, TV Dramas",The death of a 15-year-old African American boy in Jersey City sets off a police cover-up and a search for the truth.,TV-MA,62mins,7.7,15323
tt6600720,TV Show,Hitler's Circle of Evil,United Kingdom,"February 22, 2018",2017,TV-14,"British TV Shows, Docuseries, International TV Shows","Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future.",TV-14,52mins,8,4241
tt4236484,Movie,Forgotten,South Korea,"February 21, 2018",2017,TV-MA,"Dramas, International Movies, Thrillers","When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.",,109mins,7.4,29804
tt4816058,TV Show,Dragons: Race to the Edge,United States,"February 16, 2018",2018,TV-Y7,"Kids' TV, TV Action & Adventure","From the creators of ""How to Train Your Dragon"" comes an all-new Netflix original series that takes Hiccup and Toothless to the edge of adventure!",TV-Y7,22mins,8.2,6161
tt7078710,TV Show,Everything Sucks!,United States,"February 16, 2018",2018,TV-14,"TV Comedies, TV Dramas, Teen TV Shows","It's 1996 in a town called Boring, where high school misfits in the AV and drama clubs brave the ups and downs of teenage life in the VHS era.",TV-14,24mins,7.5,18023
tt6119856,Movie,Irreplaceable You,United States,"February 16, 2018",2018,TV-MA,"Dramas, Romantic Movies","A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating.",,96mins,6.4,9442
tt8005338,Movie,Chris Rock: Tamborine,United States,"February 14, 2018",2018,TV-MA,Stand-Up Comedy,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.",,64mins,6.6,6816
tt7689924,Movie,Seeing Allred,United States,"February 9, 2018",2018,TV-14,Documentaries,"Explore the public and private sides of feminist firebrand attorney Gloria Allred, who's battled some of the biggest names in politics and business.",,96mins,7.2,1338
tt5638642,Movie,The Ritual,"United Kingdom, Canada","February 9, 2018",2018,TV-MA,"Horror Movies, International Movies, Thrillers","Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return.",R,94mins,6.3,92788
tt5783956,Movie,When We First Met,United States,"February 9, 2018",2018,TV-14,"Comedies, Romantic Movies","Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him.",PG-13,97mins,6.4,48215
tt2548396,Movie,The Cloverfield Paradox,United States,"February 5, 2018",2018,PG-13,"Action & Adventure, Sci-Fi & Fantasy","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",PG-13,102mins,5.5,102759
tt5697642,TV Show,Coach Snoop,United States,"February 2, 2018",2018,TV-MA,"Docuseries, Reality TV","Fueled by his own rough upbringing, Snoop Dogg creates a youth football league to keep at-risk kids off the streets and focused on their goals.",TV-MA,29mins,6.8,583
