imdb_id,type,title,country,date_added,release_year,rating,listed_in,description,age_certification,runtime,imdb_score,imdb_votes
tt7240536,Movie,Lift Like a Girl,"Egypt, Denmark, Germany","July 15, 2021",2021,TV-PG,"Documentaries, International Movies, Sports Movies","With the guidance of her relentless coach, a teen weightlifter emerges from a scrappy training camp in Egypt to compete at the championship level.",,93mins,7.8,208
tt13136084,Movie,My Amanda,Somewhere,"July 15, 2021",2021,TV-14,"Dramas, International Movies, Romantic Movies","Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",,89mins,5.6,301
tt10062292,TV Show,Never Have I Ever,United States,"July 15, 2021",2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows","After a traumatic year, all an Indian-American teen wants is to go from pariah to popular — but friends, family and feelings won’t make it easy on her.",TV-14,28mins,7.8,45346
tt10077998,Movie,The Unknown Saint,Somewhere,"July 15, 2021",2019,TV-14,"Comedies, Dramas, Independent Movies","Following a stint behind bars, a thief returns to where he buried his loot, only to find that his hiding spot is now a shrine to an unknown saint.",,100mins,6.5,1092
tt5795282,Movie,This Changes Everything,United States,"July 15, 2021",2019,TV-MA,Documentaries,This documentary takes a deep look at gender disparity in Hollywood through the eyes of well-known actresses and female filmmakers.,PG,97mins,7.6,1507
tt8368408,Movie,Gunpowder Milkshake,Somewhere,"July 14, 2021",2021,R,"Action & Adventure, Comedies","When an assassin veers off mission to rescue a child, she triggers a war with a powerful crime syndicate — and reunites a gun-wielding sisterhood.",R,114mins,6,40888
tt0252503,TV Show,Heist,Somewhere,"July 14, 2021",2021,TV-MA,"Crime TV Shows, Docuseries",Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,R,107mins,6.5,36361
tt14865290,TV Show,Heist,Somewhere,"July 14, 2021",2021,TV-MA,"Crime TV Shows, Docuseries",Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,TV-MA,43mins,6.8,1698
tt14398500,TV Show,My Unorthodox Life,Somewhere,"July 14, 2021",2021,TV-MA,Reality TV,"Follow Julia Haart, Elite World Group CEO and a former member of an ultra-Orthodox Jewish community, and her adult kids in this reality series.",TV-MA,40mins,5.5,1170
tt11991786,Movie,The Guide to the Perfect Family,Somewhere,"July 14, 2021",2021,TV-MA,"Comedies, Dramas, International Movies","A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",,102mins,6.4,1632
tt13351440,TV Show,Ridley Jones,United States,"July 13, 2021",2021,TV-Y,Kids' TV,Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!,TV-Y,28mins,4.7,223
tt3316948,Movie,American Ultra,"United States, Switzerland","July 10, 2021",2015,R,"Action & Adventure, Comedies","He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back.",R,96mins,6.1,89912
tt6315640,TV Show,Atypical,United States,"July 9, 2021",2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows","When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.",TV-14,31mins,8.3,81643
tt9849210,TV Show,Biohackers,Germany,"July 9, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,TV-MA,42mins,6.8,9346
tt14832996,TV Show,How to Become a Tyrant,Somewhere,"July 9, 2021",2021,TV-MA,Docuseries,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries.",TV-MA,27mins,7.4,8041
tt13067004,Movie,Last Summer,Somewhere,"July 9, 2021",2021,TV-MA,"Dramas, International Movies, Romantic Movies","During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.",,101mins,6.3,2774
tt14880280,Movie,Lee Su-geun: The Sense Coach,Somewhere,"July 9, 2021",2021,TV-G,Stand-Up Comedy,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",,45mins,4.1,38
tt14403532,Movie,Lethal Love,Somewhere,"July 9, 2021",2021,TV-14,Thrillers,"After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client.",,87mins,4.4,215
tt12626014,TV Show,The Cook of Castamar,Somewhere,"July 9, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez.",TV-MA,54mins,7.4,3637
tt9077530,TV Show,Virgin River,United States,"July 9, 2021",2021,TV-14,"Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.",TV-14,44mins,7.4,34797
tt6225842,Movie,Back to Q82,"Kuwait, United States","July 8, 2021",2017,TV-14,"Comedies, International Movies","Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.",,105mins,6,94
tt14856998,TV Show,Elize Matsunaga: Once Upon a Crime,Somewhere,"July 8, 2021",2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.",TV-MA,49mins,5.9,2088
tt5719700,Movie,Home Again,United States,"July 8, 2021",2017,PG-13,"Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.",PG-13,97mins,5.8,31620
tt4799078,Movie,Midnight Sun,United States,"July 8, 2021",2018,PG-13,"Dramas, Romantic Movies","Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.",PG-13,91mins,6.6,29565
tt3165590,Movie,Rock the Kasbah,United States,"July 8, 2021",2015,R,"Comedies, Music & Musicals","When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.",R,100mins,5.5,11963
tt1430612,Movie,Brick Mansions,"France, Canada, United States, Spain","July 7, 2021",2014,PG-13,"Action & Adventure, International Movies",An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.,PG-13,90mins,5.6,42137
tt14818454,TV Show,Cat People,Somewhere,"July 7, 2021",2021,TV-14,Docuseries,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales.",TV-14,32mins,6.3,266
tt14620732,Movie,Clash,Somewhere,"July 7, 2021",2020,TV-MA,"Dramas, International Movies","When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.",,88mins,6.5,32
tt0262158,TV Show,Dogs,United States,"July 7, 2021",2021,TV-PG,Docuseries,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.",TV-PG,50mins,8,1269
tt7601480,Movie,Major Grom: Plague Doctor,Somewhere,"July 7, 2021",2021,TV-MA,"Action & Adventure, International Movies","When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it.",,136mins,6.3,11715
tt12424356,Movie,Mama Drama,Somewhere,"July 7, 2021",2020,TV-MA,"Dramas, International Movies","After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",,85mins,6.3,8
tt8855592,TV Show,The Mire,Poland,"July 7, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.",TV-MA,51mins,7,4312
tt14821886,TV Show,The War Next-door,Somewhere,"July 7, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies","When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",TV-MA,32mins,5.6,373
tt8726116,Movie,A Land Imagined,"France, Netherlands, Singapore","July 6, 2021",2019,TV-MA,"Dramas, International Movies",A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,,95mins,6.2,1289
tt4531748,TV Show,Between,Canada,"July 6, 2021",2016,TV-14,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",TV-14,25mins,6,9059
tt5672036,TV Show,Chelsea,United States,"July 6, 2021",2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies","It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",TV-MA,57mins,6.1,2051
tt0417311,TV Show,Code Lyoko,"France, Belgium","July 6, 2021",2007,TV-Y7,Kids' TV,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world.",TV-G,24mins,7.3,5109
tt2329333,TV Show,Cuckoo,United Kingdom,"July 6, 2021",2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies","Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family.",TV-14,27mins,5.9,20
tt7120662,TV Show,Derry Girls,United Kingdom,"July 6, 2021",2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies","Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",TV-MA,25mins,8.4,28718
tt8824648,TV Show,Girl from Nowhere,Thailand,"July 6, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",TV-MA,44mins,7.6,3979
tt5520732,TV Show,Good Morning Call,Japan,"July 6, 2021",2017,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together.",TV-14,48mins,7.7,3088
tt10050772,TV Show,I Think You Should Leave with Tim Robinson,United States,"July 6, 2021",2021,TV-MA,TV Comedies,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,TV-MA,16mins,7.9,11411
tt5912064,TV Show,Kim's Convenience,Canada,"July 6, 2021",2021,TV-MA,"International TV Shows, TV Comedies","While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them.",TV-14,22mins,8.3,16970
tt6966158,TV Show,Larva,Russia,"July 6, 2021",2015,TV-Y7,"Kids' TV, Korean TV Shows, TV Comedies",Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,TV-G,2mins,7.1,582
tt5269594,TV Show,Marcella,United Kingdom,"July 6, 2021",2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too?",TV-MA,45mins,7.4,30373
tt6150576,TV Show,Midnight Diner: Tokyo Stories,Japan,"July 6, 2021",2019,TV-MA,"International TV Shows, TV Dramas",Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.,TV-14,28mins,8.4,4109
tt1751105,TV Show,My Little Pony: Friendship Is Magic,"United States, Canada","July 6, 2021",2018,TV-Y,Kids' TV,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",TV-Y7,22mins,7.6,20708
tt2372162,TV Show,Orange Is the New Black,United States,"July 6, 2021",2019,TV-MA,"TV Comedies, TV Dramas","A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""",TV-MA,59mins,8.1,295591
tt3590338,TV Show,Puffin Rock,"Ireland, United States, United Kingdom","July 6, 2021",2016,TV-Y,Kids' TV,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family.",TV-Y,11mins,8.7,891
tt4162898,TV Show,Richie Rich,United States,"July 6, 2021",2015,TV-G,"Kids' TV, TV Comedies","After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.",TV-PG,22mins,3.1,1041
tt9866736,Movie,Rise: Ini Kalilah,Malaysia,"July 6, 2021",2018,TV-PG,"Dramas, International Movies","Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event.",,102mins,5.1,40
tt3069894,TV Show,Shtisel,Israel,"July 6, 2021",2021,TV-14,"International TV Shows, TV Dramas","A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.",TV-14,48mins,8.6,6958
tt10290062,Movie,Si Doel the Movie 2,Indonesia,"July 6, 2021",2019,TV-G,"Dramas, International Movies","As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",,95mins,7,182
tt1160042,TV Show,Some Assembly Required,Canada,"July 6, 2021",2015,TV-Y,"Kids' TV, TV Comedies",A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.,TV-G,25mins,8.5,22
tt5350276,TV Show,Tales by Light,Australia,"July 6, 2021",2018,TV-14,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",,27mins,8.3,1905
tt7776244,TV Show,Terrace House: Opening New Doors,Japan,"July 6, 2021",2018,TV-14,"International TV Shows, Reality TV","A group of young people – including a chef, a snowboarder and an ice hockey player – gather in the Karuizawa woods while pursuing their dreams.",,40mins,7.8,952
tt9185110,TV Show,The A List,United Kingdom,"July 6, 2021",2021,TV-PG,"British TV Shows, International TV Shows, TV Dramas","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",TV-PG,27mins,5.5,2787
tt6807662,TV Show,The New Legends of Monkey,"Australia, New Zealand","July 6, 2021",2020,TV-PG,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.,TV-PG,25mins,6.4,4308
tt5721172,TV Show,The Worst Witch,"United Kingdom, Germany","July 6, 2021",2020,TV-G,"British TV Shows, Kids' TV","After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books.",TV-Y7,27mins,7.2,2375
tt0157132,Movie,Ujala,India,"July 6, 2021",1959,TV-14,"Dramas, International Movies","An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",,142mins,6.7,78
tt7263154,TV Show,Undercover,"Belgium, Netherlands","July 6, 2021",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,TV-MA,49mins,7.8,16773
tt6143796,TV Show,Workin' Moms,Canada,"July 6, 2021",2021,TV-MA,"International TV Shows, TV Comedies","Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.",TV-MA,22mins,7.8,14892
tt9817288,TV Show,YooHoo to the Rescue,South Korea,"July 6, 2021",2020,TV-Y,"Kids' TV, Korean TV Shows","In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need.",TV-Y,13mins,6.8,53
tt14169816,TV Show,You Are My Spring,Somewhere,"July 6, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.,,69mins,7.5,532
tt14770480,TV Show,We the People,United States,"July 4, 2021",2021,TV-Y7,Kids' TV,"Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more.",TV-Y7,5mins,3.4,674
tt0413573,TV Show,Grey's Anatomy,United States,"July 3, 2021",2020,TV-14,"Romantic TV Shows, TV Dramas",Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital.,TV-14,49mins,7.6,293618
tt13322572,TV Show,Big Timber,Somewhere,"July 2, 2021",2020,TV-14,"International TV Shows, Reality TV",A no-nonsense logger and his loyal crew battle brutal elements and finicky machines to chop and transport valuable lumber on Vancouver Island.,,45mins,6.5,577
tt11027830,Movie,Haseen Dillruba,India,"July 2, 2021",2021,TV-MA,"International Movies, Romantic Movies, Thrillers","Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",,135mins,7,25771
tt12780384,Movie,Holiday on Mars,Somewhere,"July 2, 2021",2020,TV-MA,"Comedies, International Movies",A scoundrel's mission to escape his family and remarry on Mars is hilariously scrubbed when a mishap with a black hole turns his son into an old man.,,89mins,2.7,564
tt8403570,TV Show,Mortel,France,"July 2, 2021",2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","After making a deal with a supernatural figure, two high schoolers emerge with extraordinary powers and join forces to solve a murder.",TV-MA,52mins,6.5,1390
tt14781176,Movie,The 8th Night,South Korea,"July 2, 2021",2021,TV-14,"Horror Movies, International Movies, Thrillers","With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",,115mins,5.3,3181
tt1975249,Movie,6 Bullets,United States,"July 1, 2021",2012,R,Action & Adventure,A former mercenary is lured back into the dangerous business of finding missing children when the daughter of a mixed martial arts champ is kidnapped.,R,115mins,6,14898
tt12771540,Movie,Audible,Somewhere,"July 1, 2021",2021,PG-13,"Documentaries, Sports Movies","Shaken by a friend's suicide, a Deaf high school football player copes with family and relationships while anticipating his final homecoming game.",PG-13,39mins,5.3,
tt0106701,Movie,Dennis the Menace,United States,"July 1, 2021",1993,PG,"Children & Family Movies, Comedies","The bane of George's life is a little boy named Dennis. But when a cunning thief attempts to rob George, Dennis may be the only one who can stop him.",PG,95mins,5.6,60779
tt7587604,Movie,Dynasty Warriors,Somewhere,"July 1, 2021",2021,TV-14,"Action & Adventure, International Movies","Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms.""",PG-13,117mins,4.7,2079
tt5153236,Movie,Hampstead,"United Kingdom, Belgium","July 1, 2021",2019,PG-13,"Comedies, Dramas, International Movies",An American widow in London forms an unexpected relationship with a man living off the grid in a beautiful park ripe for development.,PG-13,102mins,6,6254
tt5360996,Movie,Mary Magdalene,"United Kingdom, Australia, United States","July 1, 2021",2019,R,"Dramas, Faith & Spirituality, International Movies","A woman with healing powers abandons her village life to become a devout disciple of Jesus, the founder of Christianity.",R,120mins,5.9,10234
tt0397535,Movie,Memoirs of a Geisha,"France, Japan, United States","July 1, 2021",2005,PG-13,"Dramas, Romantic Movies","Sold to a geisha house as a child, a fisherman’s daughter becomes the most sought-after geisha in Kyoto, but rivalries threaten the destiny she desires.",PG-13,145mins,7.3,146847
tt13288678,Movie,Mobile Suit Gundam Hathaway,Somewhere,"July 1, 2021",2021,TV-14,"Action & Adventure, Anime Features, International Movies","After Char’s rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",PG-13,96mins,6.6,1331
tt0277371,Movie,Not Another Teen Movie,United States,"July 1, 2021",2001,R,Comedies,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled artist into a prom queen in this outrageous parody.",R,89mins,5.7,104604
tt5690870,Movie,Ophelia,"United Kingdom, United States","July 1, 2021",2018,PG-13,"Dramas, Romantic Movies","In this retelling of “Hamlet” from Ophelia’s point of view, the lady-in-waiting’s shared love with Denmark’s prince is ruined by treachery and madness.",PG-13,106mins,6.6,10357
tt7967882,TV Show,Rainbow Rangers,United States,"July 1, 2021",2018,TV-Y,Kids' TV,"When Earth's animals and natural wonders need a rescue, the Rainbow Rangers combine their colorful powers to protect the planet and save the day!",TV-Y,22mins,5.8,187
tt7615302,Movie,Red Joan,United Kingdom,"July 1, 2021",2019,R,"Dramas, International Movies","When an unassuming elderly widow is arrested for treason, her tangled secret past as the KGB's longest-serving British spy is exposed.",R,101mins,6.4,12124
tt3124992,TV Show,Sailor Moon Crystal,Somewhere,"July 1, 2021",2016,TV-Y7,"Anime Series, Kids' TV","Middle schooler Usagi Tsukino and her friends learn that they have the power to transform into Sailor Guardians, protecting the world from darkness.",TV-14,24mins,7.8,2115
tt8484012,Movie,Sword of Trust,United States,"July 1, 2021",2019,R,"Comedies, Dramas, Independent Movies",An offbeat foursome takes a wild journey through the Southern belt of denial to sell a relic purporting to prove the South won the Civil War.,R,88mins,6.3,3558
tt4807408,Movie,The Best of Enemies,United States,"July 1, 2021",2019,PG-13,Dramas,"In 1971, a summit on school integration in North Carolina pits a civil rights activist against a Ku Klux Klan leader, sparking an unlikely friendship.",PG-13,133mins,7.3,16441
tt10020984,Movie,The Game,United States,"July 1, 2021",1997,R,Thrillers,An aloof investment banker's life spirals into peril and paranoia after his brother gives him an odd birthday gift: the chance to play a mysterious game.,TV-14,22mins,6.6,4417
tt0081071,Movie,The Long Riders,United States,"July 1, 2021",1980,R,Action & Adventure,"This Western chronicles the misadventures and demise of the James-Younger gang, 19th-century outlaws who tore through Missouri on a crime spree.",R,99mins,6.9,11329
tt0183686,Movie,The Queen,"United Kingdom, United States, France, Italy","July 1, 2021",2006,PG-13,"Dramas, International Movies","After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol.",,68mins,7.2,1117
tt13149312,Movie,Voiceless,Nigeria,"July 1, 2021",2020,TV-MA,"Dramas, International Movies, Thrillers","A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate.",,120mins,6.8,31
tt14664414,TV Show,Young Royals,Sweden,"July 1, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas","Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",TV-MA,45mins,8.3,26732
tt6733874,Movie,America: The Motion Picture,United States,"June 30, 2021",2021,TV-MA,"Action & Adventure, Comedies",A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,R,98mins,5.6,6165
tt15057542,Movie,Deranged,Somewhere,"June 30, 2021",2020,TV-14,"Dramas, International Movies",A substitute teacher and an obsessive student begin an illicit affair that endangers everyone involved and blurs the line between predator and prey.,,99mins,3.5,11
tt7983796,TV Show,Droppin' Cash: Los Angeles,United States,"June 30, 2021",2019,TV-MA,Reality TV,This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.,TV-MA,23mins,3.4,116
tt7558302,Movie,Lying and Stealing,United States,"June 30, 2021",2019,R,Thrillers,"A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom.",R,100mins,5.4,5596
tt14880428,Movie,Mommy Issues,Somewhere,"June 30, 2021",2021,TV-MA,"Comedies, Dramas, International Movies",Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.,,89mins,5.4,38
tt11460976,Movie,Prime Time,Somewhere,"June 30, 2021",2021,TV-MA,"Dramas, International Movies, Thrillers","On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.",R,93mins,5.2,1757
tt14719590,TV Show,Somos.,Mexico,"June 30, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events.",TV-MA,47mins,7.1,1108
tt14681732,TV Show,Sophie: A Murder in West Cork,Somewhere,"June 30, 2021",2021,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,TV-14,55mins,6.8,5093
tt11755260,TV Show,The Daily Life of the Immortal King,China,"June 30, 2021",2020,TV-14,"Anime Series, International TV Shows, Teen TV Shows","Having vanquished a powerful demon at age six, precocious wizard Wang Ling must now navigate high school life as an ordinary teen.",TV-14,19mins,7.2,1211
tt1767297,Movie,Killing Them Softly,United States,"June 28, 2021",2012,R,Dramas,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",R,104mins,6.2,141289
tt3909224,TV Show,The Seven Deadly Sins,Japan,"June 28, 2021",2021,TV-14,"Anime Series, International TV Shows","When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm.",TV-14,24mins,7.9,30341
tt5193358,Movie,Wanted,Somewhere,"June 28, 2021",2019,TV-14,"Comedies, International Movies",Four seniors embark on misadventures after breaking out of their nursing home to save a loved one’s grave from demolition by estate developers.,TV-14,45mins,7.6,5693
tt8476276,Movie,Into the Wind,Somewhere,"June 26, 2021",2018,TV-MA,"Dramas, Independent Movies, International Movies",Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.,,76mins,4.2,42
tt17044594,Movie,Into the Wind,Somewhere,"June 26, 2021",2018,TV-MA,"Dramas, Independent Movies, International Movies",Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.,,108mins,5.2,749
tt2091312,Movie,Here Comes the Rain,Lebanon,"June 25, 2021",2010,TV-MA,"Dramas, International Movies","Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.",,100mins,6.3,63
tt3758814,Movie,The Ice Road,"United States, Canada","June 25, 2021",2021,PG-13,Action & Adventure,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment.",PG-13,103mins,5.6,37401
tt14160660,TV Show,Ray,Somewhere,"June 25, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series.",TV-MA,59mins,7.2,8668
tt10839422,TV Show,Sex/Life,United States,"June 25, 2021",2021,TV-MA,"Romantic TV Shows, TV Dramas",A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,TV-MA,48mins,5.4,19604
tt13229964,TV Show,Godzilla Singular Point,Somewhere,"June 24, 2021",2021,TV-14,"Anime Series, International TV Shows","Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world.",TV-14,24mins,6.5,1612
tt12564616,TV Show,Jiva!,Somewhere,"June 24, 2021",2021,TV-MA,"International TV Shows, TV Dramas","A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.",TV-MA,38mins,5.5,263
tt9337574,Movie,Sisters on Track,Somewhere,"June 24, 2021",2021,PG,"Documentaries, Sports Movies",Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.,PG,96mins,5.8,195
tt10477528,TV Show,The Naked Director,Japan,"June 24, 2021",2021,TV-MA,"International TV Shows, TV Dramas","In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry.",TV-MA,51mins,7.7,6052
tt11263022,Movie,The Seventh Day,United States,"June 24, 2021",2021,R,Horror Movies,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.,R,87mins,4.5,4248
tt8231668,Movie,Good on Paper,Somewhere,"June 23, 2021",2021,TV-MA,"Comedies, Romantic Movies","After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true.",R,92mins,5.6,11401
